[00:00:00.129 --> 00:00:00.569]  D.I.C.
[01:31:09.805 --> 01:31:14.550]  The Nationalist Times promotes a common sense, intelligent, and passionate alternative to the reigning party line.
[01:31:15.010 --> 01:31:17.633]  Be one of the many thousands of loyal readers of the Nationalist Times.
[01:31:17.653 --> 01:31:18.895]  Subscribe now to the Nationalist Times.
[01:31:18.975 --> 01:31:19.716]  Just $19 for one year.
[01:31:29.947 --> 01:31:31.689]  That's 50% off the regular price.
[01:31:32.049 --> 01:31:35.433]  Send for your $19 subscription to The Nationalist Times, P.O.
[01:31:35.473 --> 01:31:38.056]  Box 426, Allison Park, Pennsylvania 15101.
[01:31:39.818 --> 01:31:41.500]  That's The Nationalist Times, P.O.
[01:31:41.520 --> 01:31:43.962]  Box 426, Allison Park, Pennsylvania 15101.
[01:31:45.764 --> 01:31:49.789]  Or subscribe online at our website, www.anu.org.
[01:31:52.569 --> 01:31:53.250]  Hello, folks.
[01:31:53.330 --> 01:32:00.919]  Alex Jones here, introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[01:32:01.079 --> 01:32:11.151]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[01:32:11.611 --> 01:32:17.455]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[01:32:17.695 --> 01:32:22.118]  Find out everything from where to get water in an emergency to geographic income levels.
[01:32:22.359 --> 01:32:28.403]  Housing prices, complete with over 3 gigabytes of detailed information on the 3,000-plus counties in the U.S.
[01:32:28.583 --> 01:32:35.067]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[01:32:35.327 --> 01:32:40.491]  Order Prudent Places USA, now for only $29, plus shipping by calling newmillennium.com.
[01:32:41.011 --> 01:32:44.853]  Get 888-803-4438 and tell them Alex Jones sent you.
[01:32:45.193 --> 01:32:50.236]  That's 888-803-4438 or order online at murkywater.com.
[01:32:51.737 --> 01:32:55.779]  People who use Cardivite know about the pollutants in our body and want the milk.
[01:32:55.999 --> 01:32:59.401]  For over five years, Cardivite has proven itself time-tested.
[01:32:59.561 --> 01:33:03.043]  Here's Dr. Mattson, a naturopathic doctor's thoughts on Cardivite.
[01:33:03.300 --> 01:33:06.541]  In our mind, there isn't such a great big mystery to disease anymore.
[01:33:06.581 --> 01:33:12.024]  This basic tenet of yeast in the gut and metals in the liver covers at least 70-80% of the diseases that we see.
[01:33:12.064 --> 01:33:21.708]  When we do our program, you know, in herbal formulas like Cardavite, and you see someone who could barely walk up a hill, now going for a regular jog a few months later, we know we're doing something right.
[01:33:21.828 --> 01:33:23.129]  It's a well-thought-out formula.
[01:33:23.149 --> 01:33:28.611]  I mean, the idea of it working on yeast and metals both at the same time and liver function is dead on.
[01:33:29.111 --> 01:33:33.555]  You'll find, I think, that it'll work more than just on heart problems and circulation problems.
[01:33:33.615 --> 01:33:34.996]  It'll work on other problems as well.
[01:33:35.156 --> 01:33:38.979]  For more information, call 1-877-928-8822 or visit our website at www.heartdrop.com.
[01:33:39.079 --> 01:33:39.819]  That toll-free number again?
[01:33:39.839 --> 01:33:39.899]  1-877-928-8822.
[01:33:39.919 --> 01:33:41.340]  Thank you for listening to GCN.
[01:33:58.038 --> 01:34:00.339]  Visit GCNlive.com today.
[01:34:02.960 --> 01:34:07.902]  You're experiencing Alex Jones, live from deep in the heart of Texas.
[01:34:08.302 --> 01:34:12.384]  Call Alex toll-free at 1-877-590-5525.
[01:34:12.444 --> 01:34:18.666]  We've got 11 minutes, and I'll be back with you next week.
[01:34:19.046 --> 01:34:23.768]  I'm going to at least get to these three callers that have been holding the longest, Rick, Peter, and Rudy, but I've got to move fast now.
[01:34:24.089 --> 01:34:27.270]  Here's the rest of that clip with Ashcroft, and then we'll get to the Limbaugh clip.
[01:34:27.290 --> 01:34:27.570]  Here it is.
[01:34:31.394 --> 01:34:35.036]  You know, I did not cease flying on commercial aircraft.
[01:34:35.276 --> 01:34:37.136]  I flew back from Missouri with my wife.
[01:34:37.177 --> 01:34:38.097]  Have you heard this before?
[01:34:38.217 --> 01:34:40.238]  Oh, yeah, and I was on CBS.
[01:34:40.258 --> 01:34:43.959]  I think Dan Rather was the person popularizing this.
[01:34:45.639 --> 01:34:54.062]  I used government jets on government business, but in my private life, I was flying commercial aircraft right up through and beyond 9-11.
[01:34:54.383 --> 01:34:58.244]  I have never abandoned... Did you fly here commercially?
[01:35:00.433 --> 01:35:01.794]  For this trip, for this interview.
[01:35:02.655 --> 01:35:09.363]  I flew commercially yesterday, and I flew a private plane from Nashville here last night.
[01:35:11.225 --> 01:35:12.026]  So a combination.
[01:35:12.106 --> 01:35:14.048]  I fly commercially all the time.
[01:35:14.128 --> 01:35:14.789]  I was in Europe
[01:35:15.269 --> 01:35:19.413]  Last week I flew commercially over, and I flew commercially back.
[01:35:19.613 --> 01:35:20.854]  Okay.
[01:35:20.894 --> 01:35:23.717]  But what about... It's a flat fault.
[01:35:23.837 --> 01:35:24.417]  Okay.
[01:35:24.458 --> 01:35:27.300]  But you fly commercially now, but what about around 9-11?
[01:35:27.340 --> 01:35:28.942]  Did you stop because you knew something?
[01:35:29.042 --> 01:35:29.983]  Absolutely not.
[01:35:30.563 --> 01:35:32.785]  As I said, my wife and I... And what else did he ask?
[01:35:32.825 --> 01:35:33.366]  I've forgotten.
[01:35:33.386 --> 01:35:33.786]  Do you know?
[01:35:33.806 --> 01:35:36.889]  About the attacks that they knew about the 9-11.
[01:35:37.149 --> 01:35:41.032]  Your plan, the government's plan for 9-11... Was there a government plan to blow up planes...
[01:35:43.354 --> 01:35:46.557]  Not to my knowledge.
[01:35:46.617 --> 01:35:47.858]  That's astounding.
[01:35:48.018 --> 01:35:48.959]  Sir, is there anything else?
[01:35:50.760 --> 01:35:51.581]  You also asked, sir.
[01:35:51.621 --> 01:35:53.803]  Did he hang up, sir?
[01:35:53.963 --> 01:35:54.444]  Go ahead, sir.
[01:35:55.304 --> 01:35:58.227]  Well, no, it's just that bottom line...
[01:35:58.908 --> 01:36:00.729]  John, John, your comments on that.
[01:36:00.769 --> 01:36:02.731]  Were certain people in the government told not to
[01:36:28.593 --> 01:36:29.154]  Not to fly?
[01:36:29.174 --> 01:36:35.859]  I have no awareness that anybody was ever told not to fly, and if they were told not to fly, I don't know about it.
[01:36:36.039 --> 01:36:41.524]  I certainly have never called Mayor Willie Brown, and I've met the man.
[01:36:41.564 --> 01:36:43.846]  Former Attorney General John Ashcroft is here.
[01:36:44.286 --> 01:36:47.849]  John, man, I'm telling you, this is a growing thing.
[01:36:47.989 --> 01:36:54.995]  It's a scary thing to me that people believe our government, and it goes to such weird extremes that our government caused 9-11.
[01:36:56.136 --> 01:36:59.238]  Do you believe the terrorist threat has been overplayed?
[01:36:59.258 --> 01:36:59.498]  All right.
[01:37:00.239 --> 01:37:02.140]  And there's more at PrisonPlanet.com.
[01:37:02.160 --> 01:37:03.361]  It's on the right-hand side.
[01:37:03.381 --> 01:37:04.501]  You can go click on it and listen to all of it.
[01:37:04.821 --> 01:37:09.644]  And then he goes on to basically say the government isn't trying to make any money off 9-11.
[01:37:09.704 --> 01:37:11.445]  No defense contractors are making money.
[01:37:12.186 --> 01:37:13.367]  He wouldn't answer any of the questions.
[01:37:13.387 --> 01:37:15.008]  He said none of them had ever heard of a threat.
[01:37:15.248 --> 01:37:16.368]  We have all the memos.
[01:37:16.408 --> 01:37:18.029]  They've all been proven to be liars now.
[01:37:18.830 --> 01:37:19.130]  Okay?
[01:37:19.170 --> 01:37:23.913]  That's been all over the front page of the New York Post, which is a neocon publication.
[01:37:24.333 --> 01:37:25.354]  Says Bush knew...
[01:37:26.052 --> 01:37:26.933]  It's a lot more than that.
[01:37:26.953 --> 01:37:29.154]  When I say Bush did it, I don't mean Bush himself.
[01:37:29.435 --> 01:37:32.697]  Bush represents the global crime syndicate that carried out the attacks.
[01:37:32.757 --> 01:37:33.998]  Now on to Rush Limbaugh.
[01:37:35.019 --> 01:37:39.522]  Rush Limbaugh, again, I'm not here to attack Rush Limbaugh.
[01:37:39.542 --> 01:37:40.283]  He's on this station.
[01:37:40.303 --> 01:37:41.864]  He's on other stations that carry my show.
[01:37:42.744 --> 01:37:45.967]  I'm not here to attack him, but he did attack me.
[01:37:46.847 --> 01:37:48.409]  Maybe he didn't understand.
[01:37:48.449 --> 01:37:50.850]  He was confused, but he misrepresented what was said.
[01:37:51.251 --> 01:37:52.712]  Even what he reads proves that.
[01:37:53.536 --> 01:38:06.165]  He talks about how the day that the Yankees pitcher, relief pitcher, flew into that 50-something story building apartment complex last week, he said that we said it was a PSYOP and being used by the Republicans.
[01:38:06.185 --> 01:38:06.605]  No, no, no.
[01:38:06.725 --> 01:38:16.692]  Our article's headline was that Fox was saying that the White House could use it and was using it to conjure visions of 9-11, as the statesman reported that day.
[01:38:17.737 --> 01:38:19.358]  I mean, we just pointed this out.
[01:38:19.638 --> 01:38:24.420]  Then he spun it and claimed that we said it was being used for political aim and a psyop.
[01:38:24.880 --> 01:38:28.362]  I mean, whoa, that is a brain twister there.
[01:38:29.523 --> 01:38:30.183]  That's amazing.
[01:38:30.223 --> 01:38:31.363]  Here is Lord Limbaugh.
[01:38:32.484 --> 01:38:32.864]  Go ahead.
[01:38:32.884 --> 01:38:37.386]  Ladies and gentlemen, during the break, a friend of mine sent me an email.
[01:38:37.466 --> 01:38:42.028]  I don't visit the Democrat kook websites much anymore, but a friend does.
[01:38:46.310 --> 01:38:47.051]  It's just funny.
[01:38:48.723 --> 01:38:49.543]  What is this site?
[01:38:50.524 --> 01:38:55.507]  PrisonPlanet.com It's an article here by Alex Jones.
[01:38:56.267 --> 01:39:07.693]  Now, I'm told, I don't know this for certain, I'm told that Alex Jones is one of the leaders of the 9-11 was a government conspiracy campaign.
[01:39:07.973 --> 01:39:15.497]  One of the leaders of the movement trying to prove that 9-11 was not what it was, that the Bush administration was behind it for whatever nefarious purpose.
[01:39:15.557 --> 01:39:16.498]  Let me just read this to you.
[01:39:18.283 --> 01:39:22.205]  Headline, Fox News spins plane accident, says it could affect election.
[01:39:22.865 --> 01:39:29.187]  The FBI and Homeland Security are now labeling a small aircraft hitting an apartment building in Manhattan as a probable accident.
[01:39:29.368 --> 01:39:35.790]  Is this a government PSYOP intended to invoke memories of 9-11 as the midterm elections approach?
[01:39:36.550 --> 01:39:47.315]  On Fox News, Your World with Neil Cavuto, Cavuto suggested during a conversation with Congressman Peter King that the event would possibly affect the upcoming midterm election by reminding Americans of the horror of 9-11.
[01:39:48.735 --> 01:39:53.316]  It has now been reported that pilot, one of the occupants of the plane, was Corey Lytle.
[01:39:54.016 --> 01:39:56.657]  The fact that the accident in... Now listen to this.
[01:39:57.497 --> 01:40:08.600]  The fact that the accident involves a celebrity means the networks can justifiably talk about it for another three weeks, and in that sense, invoking memories of 9-11, it could impact the election.
[01:40:09.159 --> 01:40:23.929]  Reports that Lytle's passport was found on the street, also seen as suspicious by some 9-11 truthers, because it would seemingly prop up the inconceivable notion that Mohammed Atta and other hijackers' passports survived and were discovered.
[01:40:23.969 --> 01:40:32.155]  However, in the case of Lytle, this could easily be explained by eyewitness reports that most of the plane debris did not enter the building and ended up on the street below.
[01:40:34.349 --> 01:40:45.229]  They believe that this is a psychological ops operation designed to make you think of 9-11 to impact negatively the Democrats in the upcoming election.
[01:40:45.630 --> 01:40:46.632]  I have noticed also...
[01:40:47.609 --> 01:41:10.238]  Okay, and then he goes over more attacks, and earlier talks about how the liberal media should be arrested, which is a new mantra, a new talking point, now that they've got out, because on Thursday night, O'Reilly Factor, with Big Liberal opposing as a conservative O'Reilly, he attacked the head of 9-11's College for Truth, Jim Fetzer, who's a former Marine Corps officer and been a guest on the show.
[01:41:10.858 --> 01:41:17.241]  He attacked him, saying he's going to put the FBI on him and brags that he got another professor arrested, who later turned out was not guilty, but...
[01:41:18.115 --> 01:41:20.177]  I mean, he's literally like some grand inquisitor.
[01:41:20.217 --> 01:41:23.159]  You will be seized because you think the government did it.
[01:41:23.399 --> 01:41:24.339]  I'm reporting you.
[01:41:24.359 --> 01:41:25.840]  You can go read our articles about this.
[01:41:26.441 --> 01:41:28.722]  And I guess they're getting scared because everybody's waking up.
[01:41:28.742 --> 01:41:34.286]  But, I mean, listen, I appreciate the plug from Rush, and I really respect him, his great radio talent and everything.
[01:41:34.326 --> 01:41:41.271]  And I'm sorry some of us are so conservative that we're against, you know, the fake conservatives that people are out there defending.
[01:41:41.311 --> 01:41:42.872]  But we're going to defend this country.
[01:41:43.436 --> 01:41:46.157]  And that's what people are going to listen to this show, because we're real conservatives.
[01:41:46.497 --> 01:41:47.958]  We're real constitutionalists.
[01:41:47.978 --> 01:41:55.101]  Before I take a few final calls here, let me just say that we put out our report about the plane an hour and a half.
[01:41:55.181 --> 01:41:55.941]  We posted that.
[01:41:56.001 --> 01:41:58.903]  Paul Watson and I collaborated and wrote that article.
[01:41:58.963 --> 01:42:00.123]  We both have our points.
[01:42:00.163 --> 01:42:00.824]  We put them together.
[01:42:00.904 --> 01:42:01.844]  We matched the article.
[01:42:01.884 --> 01:42:02.384]  We posted it.
[01:42:02.984 --> 01:42:11.068]  About an hour and a half after, and then the New York Times, Fox News, the Statesman, they all said the same thing we said the next day.
[01:42:12.102 --> 01:42:27.026]  You go read our article, we point out that are they going to use this, will this be used, and we pointed out that Fox that night was already doing it, or that afternoon, and we were reporting on them as the psyop of using the plane to equate 9-11.
[01:42:27.986 --> 01:42:29.326]  That's what we're saying as a psyop.
[01:42:29.426 --> 01:42:40.949]  And so we're being blamed for what Fox News, and by the way, what Limbaugh did in his first hour, we have the clips of that, where he's saying what we said, but then it's bad when we say it because we're kook liberals when we're not liberals.
[01:42:42.495 --> 01:42:45.938]  When we're right at the tail of the hunt, if you buy into that false left-right paradigm.
[01:42:46.678 --> 01:42:51.882]  Folks, listen, you've been fed false info, and a lot of us just need to get out of this left-right paradigm.
[01:42:52.182 --> 01:42:52.903]  I've got to move quick now.
[01:42:53.003 --> 01:42:54.043]  Rick in Belton, Texas.
[01:42:54.124 --> 01:42:54.924]  Got to go fast.
[01:42:55.364 --> 01:42:56.445]  Rick, welcome.
[01:42:56.465 --> 01:42:57.106]  Thanks for holding.
[01:42:58.627 --> 01:43:00.348]  Thank you, not thank me.
[01:43:00.728 --> 01:43:01.009]  Anyway, Alex.
[01:43:01.089 --> 01:43:02.430]  I've got to give you like 30 seconds, sir.
[01:43:02.450 --> 01:43:03.130]  We're almost out of time.
[01:43:03.991 --> 01:43:06.573]  The thinking of reenacting the Sedition Act...
[01:43:07.458 --> 01:43:11.439]  Yeah, I've heard conservatives talk about... No, no, no, they passed it, sir.
[01:43:11.559 --> 01:43:11.719]  It's 6166.
[01:43:11.799 --> 01:43:12.839]  It is the Sedition Act.
[01:43:13.420 --> 01:43:17.140]  And then they play quips of Ted Turner talking against President Bush.
[01:43:17.621 --> 01:43:18.841]  So that's scary to me.
[01:43:19.421 --> 01:43:20.541]  And thank you for your show.
[01:43:20.681 --> 01:43:22.182]  Thank you, and I'm sorry you held so long.
[01:43:22.222 --> 01:43:24.122]  If you guys call me back next week, I'll go to the head of the line.
[01:43:24.382 --> 01:43:25.663]  Let's talk to Peter in Colorado.
[01:43:25.703 --> 01:43:26.403]  Peter, thanks for holding.
[01:43:26.443 --> 01:43:26.743]  Go ahead.
[01:43:27.862 --> 01:43:28.944]  How's it going?
[01:43:29.084 --> 01:43:29.745]  Just a quick question.
[01:43:29.825 --> 01:43:41.322]  As a college student, I'm inundated with the importance of voting, but like your show points out and whatnot, there's a high chance of controlled outcomes in the election, so why should I even be voting?
[01:43:41.382 --> 01:43:43.926]  The CIA-controlled voting machines...
[01:43:44.626 --> 01:43:45.447]  And this is public.
[01:43:45.467 --> 01:43:46.067]  They've been caught.
[01:43:46.127 --> 01:43:46.888]  It is government.
[01:43:47.488 --> 01:43:48.989]  It is a major scam.
[01:43:49.429 --> 01:43:51.351]  The three big companies are involved in it.
[01:43:51.411 --> 01:43:52.131]  It's all staged.
[01:43:52.511 --> 01:43:56.354]  They've only got 35% of the country with the new machines under the Help America Vote Act.
[01:43:56.534 --> 01:43:58.475]  The feds pay to put the fraud systems in.
[01:43:58.935 --> 01:44:01.817]  And if people overwhelm it, you can still have an effect locally.
[01:44:01.857 --> 01:44:02.718]  You should still vote.
[01:44:03.950 --> 01:44:09.995]  Alex, with so many new sorts of programming on television, do you think we're being set up for the next 9-11 as a pretext to go to war with Iran?
[01:44:23.965 --> 01:44:25.546]  Yes, they're totally brainwashing us.
[01:44:25.767 --> 01:44:27.328]  They'd love to launch another terror attack.
[01:44:27.508 --> 01:44:30.230]  The bowels of the Black Ops squad would love to do it.
[01:44:30.511 --> 01:44:31.251]  God bless you, Rudy.
[01:44:31.271 --> 01:44:32.172]  You call me back next week.
[01:44:32.192 --> 01:44:32.873]  I apologize.
[01:44:33.033 --> 01:44:34.154]  I've had to get to all those clips.
[01:44:34.514 --> 01:44:35.235]  I need more time.
[01:44:35.255 --> 01:44:37.096]  All right, see you back next Sunday.
[01:44:37.456 --> 01:44:37.917]  Take care.
[01:44:42.122 --> 01:44:43.743]  The latest from Austin Tech.
[01:45:13.277 --> 01:45:14.097]  Looking for profit?
[01:45:14.358 --> 01:45:15.738]  Looking for safety and security?
[01:45:16.078 --> 01:45:18.919]  The $10 Olympic commemorative gold coin offered both.
[01:45:19.320 --> 01:45:26.563]  This low-mintage collector coin with a total series mintage under $600,000 has sold at four times its current price.
[01:45:26.963 --> 01:45:30.304]  Falling dollar values and inflation make this likely to happen again.
[01:45:30.705 --> 01:45:32.225]  Secure your position today.
[01:45:32.525 --> 01:45:33.746]  Call Midas Resources at 1-800-686-2237.
[01:45:33.786 --> 01:45:34.026]  That's 1-800-686-2237.
